Price,Make,Location,Age,Odometer,FuelType,Transmission,OwnerType,Mileage,EngineCC,PowerBhp
8.35,marutiertiga,Mumbai,3,19234,CNG,Manual,First,17.5,1373,80.46
24.9,volkswagentiguan,Jaipur,3,50510,Diesel,Automatic,First,17.06,1968,141
13.75,bmwx1,Pune,9,102000,Diesel,Automatic,First,15.06,1995,177
3.85,hyundaigrand,Kolkata,6,42277,Diesel,Manual,First,24,1186,73.97
23.25,mercedesbenzeclass,Mumbai,6,46000,Diesel,Automatic,First,13,2143,201.1
7,mahindrabolero,Chennai,8,35000,Diesel,Manual,First,13.6,2523,63.05
5.75,hyundaigrand,Bangalore,5,50000,Petrol,Manual,First,18.9,1197,82
1.65,hyundaii10,Mumbai,12,62000,Petrol,Manual,Second,20.36,1197,78.9
6.5,volkswagenjetta,Mumbai,8,78000,Diesel,Manual,First,19.33,1968,138.1
7.5,skodayeti,Chennai,9,79000,Diesel,Manual,First,17.67,1968,138.08
72.94,audiq7,Kochi,1,6773,Diesel,Automatic,First,14.75,2967,245
11,toyotafortuner,Chennai,10,135000,Diesel,Manual,Second,11.5,2982,171
3.02,marutiwagonr,Kochi,7,36716,Petrol,Manual,First,18.9,1061,67
3.32,hyundaieon,Coimbatore,7,65060,Petrol,Manual,First,21.1,814,55.2
3.24,hondabrio,Delhi,7,33000,Petrol,Manual,First,19.4,1198,86.8
2.35,marutialto,Kolkata,5,11110,Petrol,Manual,First,22.74,796,47.3
5.5,mahindrabolero,Jaipur,7,63000,Diesel,Manual,First,15.96,2523,62.1
6.75,hondacity,Mumbai,5,27030,Petrol,Manual,First,17.8,1497,117.3
6.15,skodarapid,Mumbai,5,19600,Petrol,Manual,First,15,1598,103.52
5.45,marutiswift,Pune,4,27755,Petrol,Manual,First,22,1197,81.8
2.3,hyundaieon,Hyderabad,7,20000,Petrol,Manual,Second,21.1,814,55.2
6.21,marutiswift,Kochi,5,24782,Petrol,Manual,First,20.85,1197,83.14
5.21,nissanmicra,Coimbatore,6,47303,Petrol,Automatic,First,19.34,1198,76
11.99,audiq7,Delhi,12,71000,Petrol,Automatic,First,8.3,4134,250
3.1,marutiswift,Pune,10,135000,Diesel,Manual,First,17.8,1248,75
7.5,tataxenon,Jaipur,3,1000,Diesel,Manual,First,13.49,2179,138.03
4,volkswagenpolo,Kolkata,4,29000,Diesel,Manual,First,20.14,1498,88.8
7.73,hondacity,Kochi,4,36367,Petrol,Manual,First,17.8,1497,117.3
7.8,hondacity,Bangalore,5,38000,Petrol,Manual,First,17.4,1497,117.3
1.3,maruti800,Hyderabad,9,83969,Petrol,Manual,First,16.1,796,37
4.42,volkswagenpolo,Jaipur,6,82621,Diesel,Manual,First,20.14,1498,88.8
4,chevroletcaptiva,Pune,11,89000,Diesel,Automatic,First,12.5,1991,147.9
13,mahindraxuv500,Kolkata,4,54000,Diesel,Manual,First,16,2179,140
5.38,hondaamaze,Kochi,5,61691,Diesel,Manual,First,25.8,1498,98.6
3.25,hyundaii20,Chennai,9,32200,Petrol,Manual,Second,17,1197,80
3.87,marutiwagonr,Jaipur,4,68630,Petrol,Automatic,First,20.51,998,67
8.25,volkswagenjetta,Mumbai,6,61000,Diesel,Automatic,Second,16.96,1968,138.03
9.28,maruticiaz,Mumbai,2,32644,Petrol,Manual,First,20.73,1373,91.1
6.25,mahindrascorpio,Delhi,8,85000,Diesel,Automatic,First,11.79,2179,120
1.15,chevroletaveo,Mumbai,12,75000,Petrol,Manual,Second,15.26,1150,74.9
7.8,maruticiaz,Kochi,4,40347,Petrol,Manual,First,20.73,1373,91.2
4.5,hyundaii20,Hyderabad,8,60788,Diesel,Manual,First,23,1396,90
7.56,hondajazz,Kochi,2,18664,Petrol,Manual,First,18.7,1199,88.7
16.08,mahindraxuv500,Coimbatore,3,57847,Diesel,Manual,First,16,2179,140
4.5,hyundaii20,Bangalore,8,52237,Petrol,Manual,First,17,1197,80
5,hyundaiverna,Chennai,8,128000,Diesel,Manual,First,22.32,1582,126.32
2.2,hyundaii10,Delhi,9,54000,Petrol,Manual,First,19.81,1086,68.05
4,maruticelerio,Bangalore,6,49800,Petrol,Automatic,First,23.1,998,67.04
2.51,skodafabia,Kolkata,8,98000,Diesel,Manual,First,20.86,1199,73.9
4.75,marutiswift,Delhi,5,60095,Diesel,Manual,First,25.2,1248,74
2,hyundaii10,Pune,12,68000,Petrol,Manual,Second,16,1086,66.7
2.1,hyundaii10,Jaipur,10,81402,Petrol,Manual,Second,20.36,1197,78.9
6.25,fordecosport,Mumbai,7,38000,Petrol,Automatic,First,16.5,1499,110
10.6,mercedesbenzeclass,Kochi,9,92239,Diesel,Automatic,Second,11.5,2987,210
6,marutiswift,Ahmedabad,3,49224,Diesel,Manual,First,25.2,1248,74
0.45,maruti800,Jaipur,16,12000,Petrol,Manual,Second,16.1,796,37
2.5,marutiswift,Pune,10,54898,Petrol,Manual,Third,16.1,1298,88.2
12.75,hyundaicreta,Mumbai,2,2500,Petrol,Manual,First,15.29,1591,121.3
30.29,bmwx1,Kochi,3,32838,Diesel,Automatic,First,17.05,1995,190
1.6,fordikon,Hyderabad,14,27076,Petrol,Manual,First,13.8,1299,70
7.54,fordecosport,Kochi,3,75445,Diesel,Manual,First,22.7,1498,89.84
6.84,maruticiaz,Kochi,5,46601,Petrol,Manual,First,20.73,1373,91.1
6,volkswagenpassat,Kolkata,8,72000,Diesel,Automatic,First,18.33,1968,167.7
8,hondajazz,Pune,3,27000,Diesel,Manual,First,27.3,1498,98.6
24.74,audia4,Coimbatore,4,68193,Diesel,Automatic,First,17.11,1968,174.33
5.5,hyundaigrand,Kochi,3,34429,Diesel,Manual,First,24,1120,70
36,mercedesbenzglclass,Delhi,7,46000,Diesel,Automatic,First,12,2987,224
11.79,toyotainnova,Coimbatore,7,80544,Diesel,Manual,First,12.99,2494,100.6
3,nissansunny,Jaipur,9,42000,Petrol,Manual,Second,16.95,1498,97.7
6.75,skodalaura,Bangalore,9,94821,Diesel,Automatic,Second,20,1968,138.1
1.4,chevroletaveo,Jaipur,14,100000,Petrol,Manual,First,14.49,1399,92.7
5.75,hondamobilio,Mumbai,6,57000,Diesel,Manual,First,24.2,1498,98.6
3.4,marutiritz,Hyderabad,10,79894,Diesel,Manual,First,21.1,1248,73.9
4.89,volkswagenpolo,Coimbatore,9,44748,Petrol,Manual,Second,16.47,1198,73.9
4.95,nissanterrano,Mumbai,7,31000,Petrol,Manual,First,13.24,1598,102.5
3.49,marutiastar,Coimbatore,7,60587,Petrol,Automatic,Second,16.98,998,66.1
3.85,toyotaetios,Pune,9,32000,Diesel,Manual,First,23.59,1364,78.08
6.35,hondacity,Pune,6,43772,Petrol,Manual,First,17,1497,118
7.08,hyundaigrand,Coimbatore,3,23576,Petrol,Automatic,First,18.9,1197,82
38,jaguarxe,Hyderabad,3,4000,Diesel,Automatic,First,13.6,1999,177
6.25,mahindrascorpio,Kolkata,8,62000,Diesel,Manual,First,12.05,2179,120
10.15,mercedesbenznewclass,Mumbai,9,36000,Petrol,Automatic,First,11.74,1796,186
10.75,skodasuperb,Delhi,6,80000,Petrol,Automatic,First,13.7,1798,157.75
4.65,chevroletcruze,Pune,8,137008,Diesel,Automatic,First,18.1,1991,147.9
4.75,mahindrascorpio,Delhi,10,61001,Diesel,Manual,First,12.05,2179,120
7.78,hyundaiverna,Coimbatore,5,52191,Petrol,Manual,First,17.1,1591,121.3
6.75,hyundaii20,Hyderabad,4,77076,Diesel,Manual,First,23,1396,90
2.99,hondacity,Hyderabad,12,56000,Petrol,Automatic,First,16.4,1497,78
2.35,hyundaii10,Kolkata,7,21000,Petrol,Manual,First,20.36,1197,78.9
3.65,hondaamaze,Delhi,7,89429,Diesel,Manual,First,25.8,1498,98.6
2.74,marutiwagonr,Delhi,8,45631,Petrol,Manual,Second,22.5,998,67.04
3.5,hondabrio,Jaipur,7,53959,Petrol,Manual,First,19.4,1198,86.8
4.76,hyundaii20,Kochi,6,55804,Petrol,Manual,First,17,1197,80
6.2,volkswagenvento,Kochi,4,25899,Petrol,Manual,First,15.04,1598,103.2
2.35,skodaoctavia,Pune,12,82000,Diesel,Manual,Second,18.7,1896,66
24.5,mercedesbenzeclass,Mumbai,6,52000,Diesel,Automatic,First,13,2143,204
6,renaultduster,Pune,7,20000,Petrol,Manual,First,13.24,1598,102.57
3.65,hyundaieon,Hyderabad,3,31829,Petrol,Manual,First,21.1,814,55.2
6.26,marutiswift,Coimbatore,4,18094,Petrol,Manual,Second,18.6,1197,85.8
2.1,nissanmicra,Jaipur,9,80000,Diesel,Manual,Second,19.5,1461,68.61
32.95,audiq5,Mumbai,5,11964,Diesel,Automatic,First,13.22,2967,241.4
7.8,hyundaii20,Coimbatore,2,22684,Petrol,Manual,First,18.6,1197,81.83
4.25,hondabrio,Bangalore,6,43521,Petrol,Manual,First,19.4,1198,86.8
4.86,marutiswift,Kochi,6,49386,Petrol,Manual,First,17.5,1298,85.8
4.9,hyundaigrand,Delhi,3,12248,Petrol,Manual,First,18.9,1197,81.86
7.06,mahindraxylo,Coimbatore,6,67771,Diesel,Manual,First,11.68,2498,112
4.5,volkswagenpolo,Delhi,5,60007,Petrol,Automatic,First,17.21,1798,189
3.22,marutialto,Coimbatore,9,48624,Petrol,Manual,First,24.07,998,67.1
3.25,volkswagenpolo,Kolkata,6,30000,Diesel,Manual,First,22.07,1199,73.9
4.53,hyundaigrand,Delhi,4,81605,Petrol,Manual,First,18.9,1197,82
34.78,mercedesbenznewclass,Coimbatore,3,32642,Diesel,Automatic,First,14.84,2143,170
6.5,hyundaiverna,Pune,6,34200,Petrol,Automatic,First,15.74,1591,121.3
2.25,fiatpuntoevo,Chennai,10,72204,Petrol,Manual,First,15.7,1172,67
8,toyotainnova,Pune,9,156347,Diesel,Manual,Second,12.99,2494,100
8.37,mahindratuv,Kochi,3,47357,Diesel,Automatic,First,18.49,1493,100
5.39,volkswagenpolo,Coimbatore,5,61738,Diesel,Manual,First,20.14,1498,88.8
37.3,bmw5,Kochi,2,32586,Diesel,Automatic,First,22.48,1995,190
70.8,mercedesbenzgle,Coimbatore,2,40129,Diesel,Automatic,First,11.57,2987,254.79
22.25,mercedesbenzmclass,Mumbai,8,51000,Diesel,Automatic,First,11.74,2987,254.8
6.03,hyundaigrand,Kochi,2,10393,Petrol,Manual,First,18.9,1197,81.86
4.9,skodasuperb,Mumbai,9,46000,Petrol,Automatic,First,13.7,1798,157.75
3.96,hyundaii10,Chennai,7,21000,Petrol,Automatic,First,16.95,1197,78.9
4.6,hyundaii20,Hyderabad,9,113562,Diesel,Manual,First,23,1396,90
5.5,mahindrascorpio,Mumbai,9,100010,Diesel,Manual,Second,12.05,2179,120
3.25,hondabrio,Mumbai,7,63107,Petrol,Manual,First,19.4,1198,86.8
6.25,hyundaii20,Jaipur,3,58500,Petrol,Manual,First,18.6,1197,81.83
3,fordendeavour,Pune,13,90000,Diesel,Manual,Fourth +ACY- Above,10.9,2499,143
4.25,hyundaiverna,Chennai,9,108242,Diesel,Manual,First,16.8,1493,110
12.25,toyotafortuner,Pune,9,146300,Diesel,Manual,First,11.5,2982,171
10.95,bmwx1,Pune,9,62943,Diesel,Automatic,Second,17.05,1995,184
16.5,toyotafortuner,Delhi,7,65000,Diesel,Automatic,First,12.55,2982,168.5
7.8,hondaamaze,Pune,2,1700,Petrol,Automatic,First,19,1199,88.76
3.7,hyundaii10,Kochi,7,34697,Petrol,Manual,First,19.81,1086,68.05
4,hyundaii20,Hyderabad,8,58000,Petrol,Manual,First,17,1197,80
26.75,bmw3,Mumbai,5,32500,Diesel,Automatic,First,19.59,1995,187.74
28.03,audiq3,Coimbatore,4,58661,Diesel,Automatic,First,15.17,1968,181
5.44,marutiswift,Kochi,3,37124,Petrol,Manual,First,20.4,1197,81.8
6.2,marutibaleno,Delhi,3,44000,Petrol,Automatic,First,21.4,1197,83.1
0.9,hyundaiaccent,Kolkata,15,45200,Petrol,Manual,First,13.2,1495,94
3.95,marutiritz,Mumbai,4,11000,Petrol,Manual,First,18.5,1197,85.8
0.44,tatanano,Pune,9,65000,Petrol,Manual,Second,26,624,35
2.75,fordfigo,Ahmedabad,8,55005,Diesel,Manual,First,20,1399,68
7.5,volkswagenpassat,Hyderabad,9,81650,Diesel,Automatic,First,18.33,1968,167.7
2.5,fiatlinea,Chennai,10,160000,Diesel,Manual,Second,19,1248,93
5,mahindraxylo,Hyderabad,5,169000,Diesel,Manual,First,14.95,2489,93.7
3.6,marutiwagonr,Hyderabad,7,67263,Petrol,Manual,First,18.9,998,67.1
3.99,toyotaetios,Kochi,8,44223,Petrol,Manual,First,17.6,1496,88.7
5.64,hyundaigrand,Coimbatore,5,36840,Petrol,Manual,First,18.9,1197,82
12,toyotainnova,Pune,6,160000,Diesel,Manual,First,12.99,2494,100
0.7,tataindica,Kolkata,12,133000,Diesel,Manual,First,16.8,1405,62
19,bmw3,Mumbai,5,69123,Diesel,Automatic,First,18.88,1995,184
30.48,fordendeavour,Delhi,3,38000,Diesel,Automatic,First,10.91,3198,197
8.2,maruticiaz,Mumbai,3,5500,Petrol,Manual,First,21.56,1462,103.25
7.55,fordfigo,Kolkata,5,1001,Diesel,Manual,First,25.83,1498,99
0.99,chevroletaveo,Pune,13,59000,Petrol,Manual,Third,15.26,1150,74.9
4.15,hondacity,Delhi,9,78256,Petrol,Automatic,First,16.8,1497,118
6.2,nissansunny,Chennai,4,90000,Petrol,Manual,First,16.95,1498,97.6
4.4,marutiswift,Kolkata,4,18000,Petrol,Manual,First,19.1,1197,85.8
2.1,fordfigo,Kolkata,8,60000,Diesel,Manual,First,20,1399,68
2.2,fiatgrandepunto,Jaipur,9,130000,Diesel,Manual,First,20.3,1248,75
8.34,hyundaielite,Coimbatore,2,32851,Petrol,Manual,First,18.6,1197,81.86
4.35,marutiswift,Kolkata,6,32000,Diesel,Manual,First,23.4,1248,74
6.8,fordecosport,Hyderabad,6,62700,Diesel,Manual,First,22.7,1498,89.84
3.3,marutiswift,Jaipur,10,71000,Diesel,Manual,First,19.3,1248,73.9
5.04,hyundaigrand,Kochi,4,19947,Petrol,Manual,First,18.9,1197,82
9.2,fordendeavour,Hyderabad,8,91000,Diesel,Automatic,First,11.4,2953,153.86
5.7,volkswagenpolo,Hyderabad,6,74000,Diesel,Manual,First,22.07,1199,73.9
8.48,mahindratuv,Kochi,2,55594,Diesel,Manual,First,18.49,1493,100
48,bmwx6,Hyderabad,7,58000,Diesel,Automatic,First,11.2,2993,306
6.1,renaultduster,Hyderabad,8,110224,Diesel,Manual,First,19.01,1461,108.45
2.75,marutiwagonr,Ahmedabad,10,21002,Petrol,Manual,First,22.5,998,67.04
8,marutiertiga,Pune,3,121000,Diesel,Manual,First,24.52,1248,88.5
1.85,marutialto,Jaipur,10,73513,Petrol,Manual,First,19.7,796,46.3
3.85,marutiwagonr,Jaipur,5,34000,Petrol,Automatic,First,20.51,998,67
4.74,marutieeco,Coimbatore,3,28371,Petrol,Manual,First,15.1,1196,73
5.63,renaultduster,Kochi,7,74755,Diesel,Manual,First,19.6,1461,108.45
2.62,marutizen,Kochi,9,25805,Petrol,Manual,First,18.2,1061,64
4.9,renaultduster,Kochi,5,82603,Petrol,Manual,First,13.06,1598,102.53
2.65,hondacivic,Chennai,14,110000,Petrol,Manual,First,13.5,1799,130
5.99,mahindraxuv500,Delhi,8,88000,Diesel,Manual,First,16,2179,140
2.4,mahindraverito,Chennai,9,110000,Diesel,Manual,Second,21,1461,64.1
4.25,renaultkwid,Delhi,3,15000,Petrol,Manual,First,21.7,999,67
40,porschecayenne,Mumbai,7,70000,Diesel,Automatic,First,15.15,2967,240
2.7,marutiswift,Pune,12,150000,Diesel,Manual,Second,28.4,1248,74
2.99,datsungo,Hyderabad,4,19000,Petrol,Manual,First,20.63,1198,67
3.4,hyundaii20,Chennai,9,37442,Petrol,Manual,First,18.5,1197,80
30.8,bmw5,Coimbatore,4,63111,Diesel,Automatic,Second,18.12,1995,190
5.85,marutiertiga,Mumbai,8,88000,Diesel,Manual,First,20.77,1248,88.8
4,hyundaigrand,Jaipur,6,42355,Petrol,Manual,First,18.9,1197,82
14.12,bmw3,Coimbatore,9,75871,Petrol,Automatic,First,9.43,2996,254
4.55,chevroletcruze,Mumbai,9,65000,Diesel,Manual,First,17.9,1998,163.7
38,mercedesbenzmclass,Pune,5,69000,Diesel,Automatic,First,12.99,2987,165
2.9,marutiritz,Jaipur,9,79232,Diesel,Manual,First,21.1,1248,73.9
6,mercedesbenznewclass,Pune,13,220000,Petrol,Automatic,Second,11.74,1796,186
6.95,hyundaii20,Kochi,4,28470,Petrol,Manual,First,18.6,1197,81.83
2.75,hyundaieon,Kolkata,6,9759,Petrol,Manual,First,20.3,998,68.05
5.1,marutiswift,Pune,6,75216,Diesel,Manual,First,22.9,1248,74
6.75,hyundaii20,Chennai,3,8000,Petrol,Manual,First,18.6,1197,81.83
3.69,marutiritz,Mumbai,6,59451,Petrol,Manual,First,18.5,1197,85.8
5.45,marutiswift,Hyderabad,7,53996,Diesel,Manual,First,22.9,1248,74
9.29,hondawrv,Kochi,2,15135,Petrol,Manual,First,17.5,1199,88.7
4,hyundaixcent,Chennai,5,53000,Petrol,Automatic,Second,16.9,1197,81.86
2.9,hondaamaze,Kolkata,7,40000,Petrol,Manual,First,18,1198,86.7
5.25,hyundaiverna,Pune,7,21107,Petrol,Manual,First,17.1,1591,121.3
5.75,hondacity,Mumbai,6,56000,Petrol,Manual,First,16.8,1497,116.3
13.12,hyundaicreta,Coimbatore,3,19623,Petrol,Manual,First,15.29,1591,121.3
7.83,mahindraxuv500,Kochi,6,70963,Diesel,Manual,First,15.1,2179,140
3.15,marutiwagonr,Mumbai,7,25755,CNG,Manual,First,26.6,998,58.16
10.4,toyotainnova,Mumbai,7,51450,Diesel,Manual,First,12.8,2494,102
4.35,marutiswift,Pune,8,75000,Diesel,Manual,First,22.9,1248,74
5.23,marutiwagonr,Coimbatore,3,37832,Petrol,Automatic,First,22.5,998,67
6.01,hyundaigrand,Coimbatore,4,43041,Petrol,Manual,First,18.9,1197,81.86
4.4,hondaamaze,Hyderabad,6,97236,Diesel,Manual,First,25.8,1498,98.6
12.75,bmw3,Chennai,10,83000,Diesel,Automatic,First,16.07,1995,181
2.4,fordfigo,Delhi,9,65000,Petrol,Manual,First,15.6,1196,70
5.71,volkswagenameo,Kochi,2,46007,Petrol,Manual,First,17,1198,73.75
5.49,fordecosport,Kochi,5,65925,Diesel,Manual,Second,22.7,1498,89.84
1.3,hondacity,Pune,16,73500,Petrol,Manual,Second,13,1343,90
8.5,mahindraxuv500,Kolkata,6,55000,Diesel,Manual,First,16,2179,140
12.99,toyotafortuner,Delhi,8,115000,Diesel,Manual,First,13,2982,168.5
5,hyundaigrand,Kolkata,3,31184,Petrol,Manual,First,18.9,1197,81.86
9,marutidzire,Pune,3,41747,Diesel,Automatic,First,28.4,1248,73.75
5.22,marutiswift,Kochi,4,38143,Diesel,Manual,First,22.9,1248,74
3.8,volkswagenpolo,Pune,8,19030,Petrol,Manual,First,16.47,1198,73.9
7.27,toyotaetios,Coimbatore,1,20877,Petrol,Manual,First,18.16,1197,78.9
5.1,marutiswift,Mumbai,4,23555,Petrol,Manual,First,22,1197,81.8
29,mercedesbenzeclass,Bangalore,7,29000,Diesel,Automatic,First,14.21,2143,203
2.9,marutiwagonr,Pune,7,61000,Petrol,Manual,First,18.9,998,67.1
1.38,tatanano,Kochi,8,4187,Petrol,Manual,First,26,624,35
5.5,skodalaura,Bangalore,9,46000,Petrol,Manual,First,13.4,1798,157.8
7.25,volkswagenpolo,Mumbai,4,28000,Petrol,Automatic,First,17.21,1197,103.5
6.98,hyundaiverna,Coimbatore,6,83558,Diesel,Manual,First,22.32,1582,126.32
5.25,tatabolt,Hyderabad,3,40000,Diesel,Manual,First,22.95,1248,74
1.95,hyundaieon,Kolkata,7,36000,Petrol,Manual,First,21.1,814,55.2
24.5,audia4,Bangalore,6,21000,Diesel,Automatic,First,17.11,1968,174.33
8.31,toyotainnova,Kochi,7,62162,Diesel,Manual,First,12.99,2494,100
36,mercedesbenzmclass,Hyderabad,8,83000,Diesel,Automatic,First,11.74,2987,254.8
5.5,hyundaixcent,Pune,5,58000,Diesel,Manual,First,24.4,1120,71
5.89,hondaaccord,Kochi,9,62332,Petrol,Automatic,First,11.7,2354,177.6
7.95,volkswagenvento,Kochi,4,50867,Diesel,Manual,First,20.34,1498,103.2
2.75,hyundaii20,Mumbai,10,73000,Petrol,Manual,First,17,1197,80
6.25,hyundaielantra,Jaipur,8,98008,Diesel,Manual,First,22.7,1582,126.24
4.95,fordfigo,Hyderabad,5,36000,Diesel,Manual,First,20,1399,68.05
6.27,hyundaii20,Kochi,1,27339,Petrol,Manual,First,18.6,1197,81.83
8.65,hyundaiverna,Kolkata,3,25000,Diesel,Manual,First,23.9,1582,126.2
3.5,hyundaigrand,Kolkata,6,37000,Petrol,Manual,First,18.9,1197,82
35,audiq5,Hyderabad,5,56000,Diesel,Automatic,First,14.16,1968,174.3
4.45,marutiswift,Kolkata,5,27000,Petrol,Manual,First,17.5,1298,85.8
2.65,hyundaii20,Kolkata,8,37000,Petrol,Manual,First,18.5,1197,80
4.7,mahindrakuv,Kolkata,3,10500,Diesel,Manual,First,25.32,1198,77
8.9,hyundaielantra,Ahmedabad,6,49000,Diesel,Automatic,First,18.23,1582,126.2
17.45,jeepcompass,Mumbai,3,7000,Diesel,Manual,First,17.1,1956,170
9.58,marutivitarabrezza,Coimbatore,3,71256,Diesel,Manual,First,24.3,1248,88.5
6.22,toyotacorolla,Kochi,8,83184,Petrol,Manual,First,14.28,1798,138.03
7.8,mahindraxuv500,Kolkata,7,87284,Diesel,Manual,First,15.1,2179,140
27.75,bmwx1,Mumbai,4,7000,Diesel,Automatic,First,20.68,1995,190
7,hyundaii20,Pune,5,29000,Diesel,Manual,Second,22.54,1396,88.73
64.87,mercedesbenzgle,Coimbatore,3,33552,Diesel,Automatic,First,11.57,2987,254.79
6.5,chevroletcruze,Bangalore,7,64000,Diesel,Manual,Second,17.3,1998,163.7
2.7,hyundaii20,Jaipur,9,82000,Petrol,Manual,Second,18.5,1197,80
2.5,hondabrio,Mumbai,8,70000,Petrol,Manual,Second,19.4,1198,86.8
3.9,nissanevalia,Hyderabad,7,166194,Diesel,Manual,First,19.3,1461,84.8
3.95,volkswagenpolo,Delhi,5,58000,Petrol,Manual,First,16.47,1198,73.9
2.1,hyundaii10,Chennai,10,77000,Petrol,Manual,Second,20.36,1197,78.9
3.5,chevroletcruze,Pune,11,73204,Diesel,Automatic,Third,18.1,1991,147.9
2,hyundaii10,Hyderabad,13,70000,Petrol,Manual,Second,19.81,1086,68.05
5.35,marutiertiga,Delhi,6,79870,Diesel,Manual,First,20.77,1248,88.76
3.8,hondaamaze,Delhi,7,90000,Diesel,Manual,First,25.8,1498,98.6
17.25,mercedesbenza,Mumbai,4,17000,Petrol,Automatic,First,15.5,1595,122
5.53,hyundaigrand,Kochi,2,46493,Petrol,Manual,First,18.9,1197,81.86
1.95,hyundaii10,Pune,11,68000,Petrol,Manual,Third,20.36,1197,78.9
8.2,marutiswift,Hyderabad,3,2000,Diesel,Manual,First,28.4,1248,74
0.9,hondacity,Pune,21,140000,Petrol,Manual,First,13,1343,90
6.5,toyotainnova,Pune,7,255000,Diesel,Manual,Third,12.99,2494,100.6
19.41,minicooper,Coimbatore,6,45535,Diesel,Automatic,First,23.8,1998,112
6.58,fiatlinea,Coimbatore,4,39228,Petrol,Manual,First,15.7,1368,112.4
2.1,chevroletaveo,Mumbai,9,57000,Petrol,Manual,Second,14.49,1399,92.7
2,hyundaii10,Chennai,12,85445,Petrol,Manual,Second,19.81,1086,68.05
3.7,hyundaixcent,Delhi,5,54000,Diesel,Manual,First,24.4,1120,71
3.8,maruticelerio,Mumbai,6,53000,Petrol,Automatic,First,23.1,998,67.04
3.25,hyundaii10,Jaipur,6,60000,Petrol,Manual,First,20.36,1197,78.9
5.53,renaultduster,Coimbatore,5,65668,Diesel,Manual,First,19.87,1461,83.8
10.9,bmw3,Ahmedabad,9,100000,Diesel,Automatic,Second,22.69,1995,190
5.1,hyundaigrand,Kolkata,2,1800,Petrol,Manual,First,18.9,1197,82
2.2,hyundaisantro,Hyderabad,13,96000,Petrol,Manual,Second,17.2,999,62.28
1.6,chevroletspark,Pune,11,44200,Petrol,Manual,Second,18,995,62
11.25,hondacity,Ahmedabad,2,14000,Petrol,Manual,First,17.4,1497,117.3
5.9,volkswagenvento,Chennai,7,720000,Diesel,Manual,First,20.54,1598,103.6
14.4,toyotafortuner,Delhi,8,73000,Diesel,Automatic,First,11.5,2982,169
3.6,hondacity,Delhi,9,68000,Petrol,Manual,First,17,1497,118
40.5,bmw5,Jaipur,3,19543,Diesel,Automatic,First,18.12,1995,190
38.95,audiq5,Bangalore,6,38000,Diesel,Automatic,Second,14.16,1968,174.3
3.6,marutiritz,Delhi,6,32805,Diesel,Manual,First,23.2,1248,73.94
7.12,volkswagenvento,Kochi,4,44782,Diesel,Automatic,First,21.21,1498,103.2
7.52,hondacity,Kochi,4,55700,Diesel,Manual,First,26,1498,98.6
10.35,audia4,Delhi,8,60000,Diesel,Automatic,Second,15.2,1968,140.8
7,skodarapid,Hyderabad,6,56000,Petrol,Manual,First,15,1598,103.52
10.85,toyotafortuner,Delhi,9,60000,Diesel,Manual,First,11.5,2982,171
2.35,chevroletoptra,Mumbai,10,78563,Diesel,Manual,First,16.52,1991,123.7
2.9,marutieeco,Mumbai,6,34669,Petrol,Manual,First,15.1,1196,73
7.65,maruticiaz,Delhi,3,17000,Petrol,Manual,First,20.73,1373,91.1
6.4,maruticiaz,Delhi,4,66000,Diesel,Manual,First,28.09,1248,88.5
10.1,toyotainnova,Pune,6,102418,Diesel,Manual,First,12.99,2494,100.6
4.25,marutiswift,Kolkata,6,48800,Petrol,Manual,First,19.1,1197,85.8
19.65,toyotainnovacrysta,Kochi,1,10601,Diesel,Automatic,First,11.36,2755,171.5
4.4,tataindica,Pune,3,8200,Diesel,Manual,First,25,1396,69
3.25,hyundaii20,Jaipur,8,100000,Petrol,Manual,First,18.5,1197,82.85
2.8,fordfiesta,Pune,8,78000,Diesel,Manual,First,17.8,1399,68
4.3,chevroletenjoy,Kolkata,5,50000,Diesel,Manual,First,18.2,1248,73.74
1.55,fordfiesta,Chennai,14,89327,Diesel,Manual,Third,17.8,1399,68
4.7,hondacrv,Chennai,13,98000,Petrol,Manual,Second,10.8,2354,152
7.07,hondajazz,Kochi,3,24700,Petrol,Manual,First,18.7,1199,88.7
79,mercedesbenzgls,Delhi,2,6000,Diesel,Automatic,First,11,2987,258
5.75,hyundaigrand,Delhi,2,9434,Petrol,Manual,First,18.9,1197,81.86
3.25,marutiritz,Mumbai,8,29000,Petrol,Manual,First,18.5,1197,85.8
8.89,volkswagenameo,Coimbatore,3,22440,Diesel,Automatic,First,22,1498,108.495
5.9,hondacity,Mumbai,5,73070,Petrol,Manual,First,17.4,1497,117.3
4.95,hondajazz,Kolkata,4,21771,Petrol,Manual,First,18.7,1199,88.7
3.75,marutiswift,Delhi,6,62000,Diesel,Manual,First,17.8,1248,75
10.97,hyundaicreta,Kochi,3,37024,Diesel,Automatic,First,17.01,1582,126.2
24.94,audia7,Kochi,6,60336,Diesel,Automatic,Second,14.4,2967,241.4
1.97,hyundaieon,Kolkata,6,26008,Petrol,Manual,First,21.1,814,55.2
1.4,fordfigo,Jaipur,10,90000,Diesel,Manual,Second,20,1399,68
7.27,volkswagenameo,Coimbatore,2,35569,Petrol,Manual,First,17,1198,73.75
4,renaultscala,Kolkata,7,40000,Diesel,Manual,First,21.64,1461,84.8
